DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtdDistance,Norm Distance,Airports,IsHolidays
0.8060109289617486,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,SFO,San Francisco,0.5460776929914688,0.0,0.580504873782193,0.6329625452901684,0.47997142230952744,2,0
0.7021857923497268,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,ATL,Atlanta,0.3621887489465847,0.7387003640355521,0.5869109645687034,0.7531921371763807,0.6525167139945791,2,0
0.6775956284153005,ORD,Chicago,0.7473928633272919,0.6710189398000861,IAH,Houston,0.19353672812070744,0.5262526896201163,0.28023876383855845,0.2504333464346403,0.12012569932025528,2,1
0.6174863387978142,DEN,Denver,0.649638363944911,0.3445943473145694,PHX,Phoenix,0.3528406081525697,0.20173963223618063,0.26698325418674695,0.27781423484819867,0.12408725746612233,2,0
0.6939890710382514,ORD,Chicago,0.7473928633272919,0.6710189398000861,SEA,Seattle,1.0000000000000002,0.0012766862525279699,0.4575901479176238,0.4691236207448074,0.6608401964752163,2,0
0.863013698630137,MCO,Orlando,0.12172951756461914,0.7994185016586042,PHL,Philadelphia,0.6501134340764001,0.9175397687680065,0.5933430435492653,0.514111978972238,0.10140930783327907,2,0
0.8743169398907104,IAH,Houston,0.19353672812070744,0.5262526896201163,ORD,Chicago,0.7473928633272919,0.6710189398000861,0.21684284811197047,0.20103110377419212,0.12012569932025528,2,0
0.16712328767123288,MIA,Miami,0.0,0.8192441545511604,JFK,New York,0.6855685441510915,0.9460042871958705,0.718618732413987,0.7186070531394733,0.11731049597734038,2,0
0.1726027397260274,ATL,Atlanta,0.3621887489465847,0.7387003640355521,DTW,Detroit,0.7581909654479757,0.7596208255651367,0.4422505484755675,0.5870469771618129,0.0,2,0
0.01366120218579235,LGA,New York,0.6919176200316315,0.9441805859593364,ORD,Chicago,0.7473928633272919,0.6710189398000861,0.5687478130473638,0.5924366751046892,0.2529239438050365,1,2
0.5136612021857924,MIA,Miami,0.0,0.8192441545511604,JFK,New York,0.6855685441510915,0.9460042871958705,0.573072249181235,0.4845291051713345,0.11731049597734038,2,1
0.09836065573770492,SEA,Seattle,1.0000000000000002,0.0012766862525279699,ORD,Chicago,0.7473928633272919,0.6710189398000861,0.3119367217020976,0.3394749548020768,0.6608401964752163,2,0
0.7021857923497268,PHX,Phoenix,0.3528406081525697,0.20173963223618063,ORD,Chicago,0.7473928633272919,0.6710189398000861,0.3407530470326766,0.4573530435285166,0.4543038538196032,2,0
0.00273224043715847,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,PHL,Philadelphia,0.6501134340764001,0.9175397687680065,0.31133006222139714,0.24476896143708501,0.40774390895382934,2,2
0.4562841530054645,DEN,Denver,0.649638363944911,0.3445943473145694,SEA,Seattle,1.0000000000000002,0.0012766862525279699,0.4864483879035592,0.4609587016500565,0.32957192567605037,2,0
0.05737704918032787,CLT,Charlotte,0.4350230308347669,0.8065405004832811,ATL,Atlanta,0.3621887489465847,0.7387003640355521,0.26330917270711285,0.26101129756551145,0.04173325434698254,2,0
0.10410958904109589,DEN,Denver,0.649638363944911,0.3445943473145694,MSP,Minneapolis,0.881461320896298,0.5675158208024076,0.1872031992004758,0.1444806062506154,0.201528435172388,2,0
0.45901639344262296,DTW,Detroit,0.7581909654479757,0.7596208255651367,ATL,Atlanta,0.3621887489465847,0.7387003640355521,0.40659835041284403,0.5331817432826969,0.0,2,0
0.9836065573770492,ATL,Atlanta,0.3621887489465847,0.7387003640355521,CLT,Charlotte,0.4350230308347669,0.8065405004832811,0.23989590837613983,0.25102080901686297,0.04173325434698254,2,2
0.8387978142076503,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,ATL,Atlanta,0.3621887489465847,0.7387003640355521,0.6102353721909235,0.6689211764896729,0.6525167139945791,2,0
0.9863013698630136,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,SFO,San Francisco,0.5460776929914688,0.0,0.36449221028233036,0.2938645299748097,0.1172473184615949,2,2
0.5,LGA,New York,0.6919176200316315,0.9441805859593364,BOS,Boston,0.7652054073398522,0.9999999999999998,0.22452720153303374,0.422553124712327,0.03004422744973377,1,1
0.8027397260273973,ATL,Atlanta,0.3621887489465847,0.7387003640355521,MIA,Miami,0.0,0.8192441545511604,0.4344747146528148,0.4394707981287431,0.05709923017020781,2,0
0.7896174863387978,EWR,Newark,0.6880043406485579,0.9384172867013378,ORD,Chicago,0.7473928633272919,0.6710189398000861,0.24800049987530398,0.20813505778872513,0.24699470637973342,2,0
0.21584699453551912,ATL,Atlanta,0.3621887489465847,0.7387003640355521,CLT,Charlotte,0.4350230308347669,0.8065405004832811,0.3628961180740806,0.4253159263939328,0.04173325434698254,2,0
0.855191256830601,MSP,Minneapolis,0.881461320896298,0.5675158208024076,DEN,Denver,0.649638363944911,0.3445943473145694,0.2599072454113732,0.2701232658358168,0.201528435172388,2,0
0.09836065573770492,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,0.572340248270262,0.5499747424929721,0.03981853831652568,2,0
0.6912568306010929,ORD,Chicago,0.7473928633272919,0.6710189398000861,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,0.5586487993369804,0.5595033609919365,0.5174406640701572,2,0
0.3114754098360656,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,JFK,New York,0.6855685441510915,0.9460042871958705,0.5247342010638114,0.48374750992540116,0.799972278567049,2,0
0.12021857923497267,ORD,Chicago,0.7473928633272919,0.6710189398000861,MSP,Minneapolis,0.881461320896298,0.5675158208024076,0.3469965841875048,0.3407757907244846,0.07829088144676256,2,0
0.8060109289617486,ATL,Atlanta,0.3621887489465847,0.7387003640355521,PHL,Philadelphia,0.6501134340764001,0.9175397687680065,0.39301538251710294,0.4345296845005727,0.15689853679516363,2,0
0.3114754098360656,BOS,Boston,0.7652054073398522,0.9999999999999998,EWR,Newark,0.6880043406485579,0.9384172867013378,0.33210814943379696,0.37934626048065845,0.035966027974703205,2,0
0.09836065573770492,DTW,Detroit,0.7581909654479757,0.7596208255651367,LGA,New York,0.6919176200316315,0.9441805859593364,0.17670582354416836,0.21303728702754007,0.16180645703289903,1,0
0.16666666666666666,EWR,Newark,0.6880043406485579,0.9384172867013378,ORD,Chicago,0.7473928633272919,0.6710189398000861,0.38094423762651236,0.5772045285136866,0.24699470637973342,2,0
0.7178082191780822,PHL,Philadelphia,0.6501134340764001,0.9175397687680065,BOS,Boston,0.7652054073398522,0.9999999999999998,0.2860020289049683,0.26304028965123905,0.05787930399067451,2,0
0.6010928961748634,LGA,New York,0.6919176200316315,0.9441805859593364,ATL,Atlanta,0.3621887489465847,0.7387003640355521,0.3952420985675928,0.44654486324046805,0.18457135281905568,1,0
0.8169398907103825,ORD,Chicago,0.7473928633272919,0.6710189398000861,SEA,Seattle,1.0000000000000002,0.0012766862525279699,0.4796717487316448,0.4481542418440272,0.6608401964752163,2,0
0.060109289617486336,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,DEN,Denver,0.649638363944911,0.3445943473145694,0.4715071232197137,0.40407693686451673,0.18320869017392188,2,0
0.6967213114754098,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,0.5511122219451199,0.6301700062684326,0.3999396489942337,2,0
0.07397260273972603,CLT,Charlotte,0.4350230308347669,0.8065405004832811,LGA,New York,0.6919176200316315,0.9441805859593364,0.1722735982674526,0.1685168024934061,0.11536043956528168,1,0
0.5792349726775956,SFO,San Francisco,0.5460776929914688,0.0,SEA,Seattle,1.0000000000000002,0.0012766862525279699,0.5765132790873622,0.668421662073951,0.07707507398574048,2,0
0.8356164383561644,ORD,Chicago,0.7473928633272919,0.6710189398000861,MSP,Minneapolis,0.881461320896298,0.5675158208024076,0.4204782137787178,0.4848059566138736,0.07829088144676256,2,0
0.13424657534246576,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,0.517711481222064,0.5553641227845257,0.3999396489942337,2,0
0.2923497267759563,SFO,San Francisco,0.5460776929914688,0.0,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,0.41814546363385147,0.457610597028679,0.1172473184615949,2,0
0.16120218579234974,ATL,Atlanta,0.3621887489465847,0.7387003640355521,MIA,Miami,0.0,0.8192441545511604,0.4041489627597546,0.5098237263613794,0.05709923017020781,2,0
0.8934426229508197,SFO,San Francisco,0.5460776929914688,0.0,ORD,Chicago,0.7473928633272919,0.6710189398000861,0.38315421144615996,0.33371525087426,0.6622199177864785,2,0
0.14207650273224043,PHL,Philadelphia,0.6501134340764001,0.9175397687680065,ORD,Chicago,0.7473928633272919,0.6710189398000861,0.4194576355915635,0.6148332701358001,0.22553117209979157,2,0
0.9617486338797814,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,ORD,Chicago,0.7473928633272919,0.6710189398000861,0.5043511849338214,0.5933717504972602,0.1543658478507986,2,0
0.9643835616438357,BOS,Boston,0.7652054073398522,0.9999999999999998,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,0.4731771602563564,0.48733162766316185,0.9188063882336603,2,2
0.8661202185792349,ORD,Chicago,0.7473928633272919,0.6710189398000861,MSP,Minneapolis,0.881461320896298,0.5675158208024076,0.38188180227935026,0.39724945068344275,0.07829088144676256,2,0
0.16120218579234974,MIA,Miami,0.0,0.8192441545511604,JFK,New York,0.6855685441510915,0.9460042871958705,0.3974688146131839,0.3410042404117516,0.11731049597734038,2,0
0.4808743169398907,MIA,Miami,0.0,0.8192441545511604,LGA,New York,0.6919176200316315,0.9441805859593364,0.4327251520441649,0.34031975395762293,0.11581390539382495,1,0
0.8054794520547945,ATL,Atlanta,0.3621887489465847,0.7387003640355521,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,0.35961464179404706,0.3552306273803123,0.6525167139945791,2,0
0.6420765027322405,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,JFK,New York,0.6855685441510915,0.9460042871958705,0.9118402217619623,0.7977219319476282,0.864364889044098,2,0
0.7561643835616438,ATL,Atlanta,0.3621887489465847,0.7387003640355521,CLT,Charlotte,0.4350230308347669,0.8065405004832811,0.2789580382682996,0.31606493374221645,0.04173325434698254,2,0
0.40710382513661203,SEA,Seattle,1.0000000000000002,0.0012766862525279699,DEN,Denver,0.649638363944911,0.3445943473145694,0.3854869615910263,0.3589539520335694,0.32957192567605037,2,1
0.7671232876712328,MSP,Minneapolis,0.881461320896298,0.5675158208024076,ATL,Atlanta,0.3621887489465847,0.7387003640355521,0.3197811658201168,0.29397310892314565,0.14718391005814513,2,0
0.907103825136612,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,EWR,Newark,0.6880043406485579,0.9384172867013378,0.4957347619626546,0.5292552735001769,0.8565589408228081,2,2
0.3989071038251366,EWR,Newark,0.6880043406485579,0.9384172867013378,BOS,Boston,0.7652054073398522,0.9999999999999998,0.43214196450794834,0.5418452341555421,0.035966027974703205,2,1
0.6994535519125683,DEN,Denver,0.649638363944911,0.3445943473145694,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,0.3122969257689013,0.36372261303020914,0.12673006614862142,2,0
0.7540983606557377,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LGA,New York,0.6919176200316315,0.9441805859593364,0.43109222694373833,0.49938287150180116,0.43493503801314476,1,0
0.1885245901639344,LGA,New York,0.6919176200316315,0.9441805859593364,ORD,Chicago,0.7473928633272919,0.6710189398000861,0.4808254458127757,0.514948185439678,0.2529239438050365,1,0
0.6338797814207651,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,EWR,Newark,0.6880043406485579,0.9384172867013378,0.6460259935023349,0.6455871371193375,0.8565589408228081,2,1
0.7972602739726027,BOS,Boston,0.7652054073398522,0.9999999999999998,EWR,Newark,0.6880043406485579,0.9384172867013378,0.42418940719456805,0.4140213163485995,0.035966027974703205,2,0
0.005479452054794521,LGA,New York,0.6919176200316315,0.9441805859593364,ORD,Chicago,0.7473928633272919,0.6710189398000861,0.5184537199022947,0.5641912713874809,0.2529239438050365,1,2
0.09041095890410959,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,ORD,Chicago,0.7473928633272919,0.6710189398000861,0.23432475214539145,0.20855730897078742,0.1543658478507986,2,0
0.5327868852459017,ORD,Chicago,0.7473928633272919,0.6710189398000861,ATL,Atlanta,0.3621887489465847,0.7387003640355521,0.3453636590856085,0.39018351534143936,0.04216788842994114,2,1
0.8904109589041096,IAH,Houston,0.19353672812070744,0.5262526896201163,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,0.43086955534113863,0.4311028981776279,0.4342047460325029,2,0
0.1284153005464481,ATL,Atlanta,0.3621887489465847,0.7387003640355521,LGA,New York,0.6919176200316315,0.9441805859593364,0.3034519147991939,0.34849388148940486,0.18457135281905568,1,0
0.9344262295081968,MSP,Minneapolis,0.881461320896298,0.5675158208024076,DEN,Denver,0.649638363944911,0.3445943473145694,0.20819795051260087,0.21886955298775804,0.201528435172388,2,0
0.9617486338797814,ATL,Atlanta,0.3621887489465847,0.7387003640355521,PHL,Philadelphia,0.6501134340764001,0.9175397687680065,0.21396121557852066,0.19498021510384286,0.15689853679516363,2,0
0.7561643835616438,EWR,Newark,0.6880043406485579,0.9384172867013378,ATL,Atlanta,0.3621887489465847,0.7387003640355521,0.2173831542116862,0.24307069844332949,0.17862262383080574,2,0
0.7123287671232876,PHX,Phoenix,0.3528406081525697,0.20173963223618063,ORD,Chicago,0.7473928633272919,0.6710189398000861,0.46334249770778263,0.4052085011256352,0.4543038538196032,2,0
0.7595628415300546,ORD,Chicago,0.7473928633272919,0.6710189398000861,PHL,Philadelphia,0.6501134340764001,0.9175397687680065,0.4482379405153642,0.5658516372379673,0.22553117209979157,2,0
0.8387978142076503,MSP,Minneapolis,0.881461320896298,0.5675158208024076,DEN,Denver,0.649638363944911,0.3445943473145694,0.35516120969796616,0.4796441619162436,0.201528435172388,2,0
0.7452054794520548,ORD,Chicago,0.7473928633272919,0.6710189398000861,EWR,Newark,0.6880043406485579,0.9384172867013378,0.4375497034828106,0.4906323079302597,0.24699470637973342,2,0
0.4453551912568306,DEN,Denver,0.649638363944911,0.3445943473145694,ATL,Atlanta,0.3621887489465847,0.7387003640355521,0.42219708230728764,0.5341637020865273,0.37689184291756195,2,0
0.24863387978142076,DEN,Denver,0.649638363944911,0.3445943473145694,ATL,Atlanta,0.3621887489465847,0.7387003640355521,0.3854869615910263,0.3467043967236012,0.37689184291756195,2,0
0.1589041095890411,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,BOS,Boston,0.7652054073398522,0.9999999999999998,0.26698325418674695,0.27933759850870643,0.49189315735099653,2,0
0.4672131147540984,ORD,Chicago,0.7473928633272919,0.6710189398000861,SFO,San Francisco,0.5460776929914688,0.0,0.5256385903529899,0.4848418205896915,0.6622199177864785,2,0
0.7671232876712328,SEA,Seattle,1.0000000000000002,0.0012766862525279699,SFO,San Francisco,0.5460776929914688,0.0,0.4755894359732297,0.44149420373863235,0.07707507398574048,2,0
0.7923497267759563,SFO,San Francisco,0.5460776929914688,0.0,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,0.5715237857224982,0.5927668939498969,0.47997142230952744,2,0
0.4371584699453552,ORD,Chicago,0.7473928633272919,0.6710189398000861,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,0.47665083729120156,0.41018741289489447,0.5174406640701572,2,0
0.9397260273972603,SFO,San Francisco,0.5460776929914688,0.0,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,0.4598168639681138,0.4970000456527638,0.1172473184615949,2,0
