DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtdDistance,Norm Distance,Airports,IsHolidays,PAX
0.9287671232876712,ORD,Chicago,0.7473928633272919,0.6710189398000862,EWR,Newark,0.6880043406485578,0.9384172867013381,0.29665642692170335,0.25594835781444436,0.24699470637973345,2,0,7
0.1643835616438356,ATL,Atlanta,0.3621887489465846,0.7387003640355521,LGA,New York,0.6919176200316315,0.9441805859593366,0.4037662131176587,0.5722905510221129,0.18457135281905568,1,0,7
0.10109289617486339,ORD,Chicago,0.7473928633272919,0.6710189398000862,BOS,Boston,0.7652054073398522,1.0,0.34311609840369983,0.3632013686483367,0.31035630343885817,2,0,7
0.9426229508196722,ORD,Chicago,0.7473928633272919,0.6710189398000862,SFO,San Francisco,0.5460776929914688,0.0,0.3129046180412825,0.3827219592930897,0.6622199177864784,2,0,7
0.28415300546448086,SFO,San Francisco,0.5460776929914688,0.0,JFK,New York,0.6855685441510915,0.9460042871958707,0.5910420562979561,0.5618387270308836,0.9449947850484309,2,0,7
0.8849315068493151,SFO,San Francisco,0.5460776929914688,0.0,LAX,Los Angeles,0.3763104949032011,0.0772208788883908,0.5711961754243786,0.5402098261886671,0.05954594265924501,2,0,7
0.273224043715847,LGA,New York,0.6919176200316315,0.9441805859593364,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307453,0.3574267996278938,0.3303267955396298,0.43493503801314476,1,0,7
0.4098360655737705,ATL,Atlanta,0.3621887489465846,0.7387003640355521,PHL,Philadelphia,0.6501134340764001,0.9175397687680065,0.3586534311616033,0.41381096635532666,0.15689853679516363,2,1,7
0.7431693989071039,LAX,Los Angeles,0.3763104949032011,0.07722087888839085,ORD,Chicago,0.7473928633272919,0.6710189398000863,0.6840742339226311,0.6548287285821441,0.5824830927442405,2,0,7
0.11748633879781421,JFK,New York,0.6855685441510915,0.9460042871958706,SFO,San Francisco,0.5460776929914688,0.0,0.37650773459417614,0.42563765969457884,0.9449947850484309,2,0,7
0.7123287671232876,EWR,Newark,0.6880043406485578,0.938417286701338,ATL,Atlanta,0.3621887489465846,0.7387003640355522,0.2576607682352312,0.2312746555724853,0.17862262383080577,2,0,2
0.46174863387978143,SFO,San Francisco,0.5460776929914688,0.0,LAX,Los Angeles,0.3763104949032011,0.0772208788883908,0.7764858209145905,0.8082246356766334,0.05954594265924501,2,0,7
0.9917808219178083,LAX,Los Angeles,0.3763104949032011,0.07722087888839085,JFK,New York,0.6855685441510915,0.9460042871958707,0.8834489510226735,0.7795921412573884,0.8643648890440978,2,2,7
0.7726027397260274,LAX,Los Angeles,0.3763104949032011,0.07722087888839085,DEN,Denver,0.6496383639449109,0.3445943473145694,0.5532684837834326,0.4937308228807423,0.25004592808697357,2,0,0
0.9180327868852459,ATL,Atlanta,0.3621887489465846,0.7387003640355521,MCO,Orlando,0.12172951756461903,0.7994185016586043,0.5443951818602407,0.7245603481165642,0.035559535428162814,2,2,0
0.9726775956284153,DTW,Detroit,0.7581909654479757,0.7596208255651365,ATL,Atlanta,0.3621887489465846,0.7387003640355522,0.4875336144246656,0.4285582333360878,0.0,2,2,0
0.45081967213114754,PHL,Philadelphia,0.6501134340764001,0.9175397687680065,MCO,Orlando,0.12172951756461903,0.7994185016586043,0.659411800973085,0.660169277610313,0.10140930783327906,2,0,0
0.5382513661202186,PHL,Philadelphia,0.6501134340764001,0.9175397687680065,MCO,Orlando,0.12172951756461903,0.7994185016586043,0.6141264715090446,0.5357045299882058,0.10140930783327906,2,1,0
0.09836065573770492,SFO,San Francisco,0.5460776929914688,0.0,BOS,Boston,0.7652054073398522,1.0,0.3215364695731059,0.27028231156987415,1.0,2,0,0
0.9863387978142076,ATL,Atlanta,0.3621887489465846,0.7387003640355521,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307453,0.3410717125145293,0.27927232751043307,0.22441579245668425,2,2,0
0.31693989071038253,ATL,Atlanta,0.3621887489465846,0.7387003640355521,LGA,New York,0.6919176200316315,0.9441805859593366,0.289280603321518,0.2648107952790494,0.18457135281905568,1,0,7
0.7595628415300546,LGA,New York,0.6919176200316315,0.9441805859593364,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307453,0.7879348991329962,0.7662880540409661,0.43493503801314476,1,0,7
0.860655737704918,LAS,Las Vegas,0.4750149960172241,0.1406011301446371,JFK,New York,0.6855685441510915,0.9460042871958707,0.6034110696082926,0.638218643962998,0.7999722785670489,2,0,0
0.07123287671232877,ORD,Chicago,0.7473928633272919,0.6710189398000862,DTW,Detroit,0.7581909654479757,0.7596208255651367,0.2714717306868735,0.2904252604086509,0.06298971109425822,2,0,2
0.8934426229508197,EWR,Newark,0.6880043406485578,0.938417286701338,BOS,Boston,0.7652054073398522,1.0,0.31798217776576265,0.3149878609439163,0.035966027974703274,2,0,4
0.912568306010929,MIA,Miami,0.0,0.8192441545511605,JFK,New York,0.6855685441510915,0.9460042871958707,0.6020716443687564,0.8938056190772143,0.11731049597734036,2,2,2
0.9808743169398907,DFW,Dallas-Fort Worth,0.3280227191392586,0.4932263192930744,ORD,Chicago,0.7473928633272919,0.6710189398000863,0.330168321105447,0.30459873604842913,0.1543658478507986,2,2,2
0.10684931506849316,DEN,Denver,0.6496383639449109,0.3445943473145693,LAS,Las Vegas,0.4750149960172241,0.1406011301446371,0.3868919168862959,0.30674174320028086,0.18320869017392188,2,0,0
0.4672131147540984,ORD,Chicago,0.7473928633272919,0.6710189398000862,PHX,Phoenix,0.35284060815256946,0.2017396322361809,0.4737709420482931,0.4970266310791987,0.45430385381960314,2,0,0
0.06575342465753424,MIA,Miami,0.0,0.8192441545511605,JFK,New York,0.6855685441510915,0.9460042871958707,0.4625233779343333,0.7110225140990023,0.11731049597734036,2,0,2
0.3633879781420765,ORD,Chicago,0.7473928633272919,0.6710189398000862,LGA,New York,0.6919176200316315,0.9441805859593366,0.7084685969507268,0.8748012511885437,0.2529239438050365,1,0,3
0.0136986301369863,MIA,Miami,0.0,0.8192441545511605,LGA,New York,0.6919176200316315,0.9441805859593366,0.7758857456776451,0.6887333758372483,0.115813905393825,1,2,0
0.6147540983606558,LGA,New York,0.6919176200316315,0.9441805859593364,BOS,Boston,0.7652054073398522,1.0,0.1903323262843165,0.26095558135903596,0.03004422744973384,1,1,2
0.16393442622950818,SFO,San Francisco,0.5460776929914688,0.0,SEA,Seattle,1.0,0.001276686252528303,0.42829884378666955,0.5355197755753014,0.07707507398574051,2,0,3
0.08493150684931507,ATL,Atlanta,0.3621887489465846,0.7387003640355521,SFO,San Francisco,0.5460776929914688,0.0,0.19073071943183562,0.16652250257614626,0.731749120779082,2,0,0
0.1885245901639344,MSP,Minneapolis,0.881461320896298,0.5675158208024076,ORD,Chicago,0.7473928633272919,0.6710189398000863,0.3531865918576662,0.3787777516248943,0.0782908814467626,2,0,3
0.3907103825136612,ORD,Chicago,0.7473928633272919,0.6710189398000862,LAX,Los Angeles,0.3763104949032011,0.0772208788883908,0.4772550712135991,0.48299232210617704,0.5824830927442405,2,1,7
0.6721311475409836,EWR,Newark,0.6880043406485578,0.938417286701338,MCO,Orlando,0.12172951756461903,0.7994185016586043,0.6236512732009042,0.6160365857501452,0.12328884004383248,2,1,2
0.29508196721311475,DFW,Dallas-Fort Worth,0.3280227191392586,0.4932263192930744,ATL,Atlanta,0.3621887489465846,0.7387003640355522,0.2611135088482712,0.238932832761153,0.22441579245668425,2,0,3
0.7404371584699454,LAX,Los Angeles,0.3763104949032011,0.07722087888839085,LAS,Las Vegas,0.4750149960172241,0.1406011301446371,0.8326820562483086,0.7954446372938462,0.03981853831652571,2,0,3
0.40437158469945356,ATL,Atlanta,0.3621887489465846,0.7387003640355521,ORD,Chicago,0.7473928633272919,0.6710189398000863,0.4720309245480743,0.6008631899632215,0.042167888429941125,2,1,2
0.02185792349726776,DEN,Denver,0.6496383639449109,0.3445943473145693,LAS,Las Vegas,0.4750149960172241,0.1406011301446371,0.44737977875088036,0.5873478793729292,0.18320869017392188,2,0,0
0.15846994535519127,DFW,Dallas-Fort Worth,0.3280227191392586,0.4932263192930744,DEN,Denver,0.6496383639449109,0.3445943473145694,0.3379369874843987,0.3419944113137746,0.12673006614862148,2,0,3
0.1284153005464481,LAX,Los Angeles,0.3763104949032011,0.07722087888839085,SEA,Seattle,1.0,0.001276686252528303,0.3845489857581089,0.33872958364031097,0.1288888574436527,2,0,3
0.08743169398907104,MSP,Minneapolis,0.881461320896298,0.5675158208024076,ORD,Chicago,0.7473928633272919,0.6710189398000863,0.3733275787661171,0.40222833678487163,0.0782908814467626,2,0,3
0.5683060109289617,LAX,Los Angeles,0.3763104949032011,0.07722087888839085,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307453,0.7256640640357804,0.7359661991242126,0.3999396489942337,2,0,3
1.0,PHL,Philadelphia,0.6501134340764001,0.9175397687680065,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307453,0.2524816573159301,0.1898052320041071,0.40774390895382934,2,2,4
0.9480874316939891,JFK,New York,0.6855685441510915,0.9460042871958706,LAS,Las Vegas,0.4750149960172241,0.1406011301446371,0.6171773845517777,0.8019045586480253,0.7999722785670489,2,0,2
0.7185792349726776,EWR,Newark,0.6880043406485578,0.938417286701338,MCO,Orlando,0.12172951756461903,0.7994185016586043,0.43621678278538845,0.4496630064371223,0.12328884004383248,2,0,0
0.9644808743169399,DEN,Denver,0.6496383639449109,0.3445943473145693,ATL,Atlanta,0.3621887489465846,0.7387003640355522,0.3445547403258431,0.339102530830368,0.37689184291756195,2,2,0
0.3879781420765027,EWR,Newark,0.6880043406485578,0.938417286701338,LAX,Los Angeles,0.3763104949032011,0.0772208788883908,0.39490720759671116,0.39960454822726443,0.856558940822808,2,0,3
0.02459016393442623,ORD,Chicago,0.7473928633272919,0.6710189398000862,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307453,0.4182132067335662,0.4037269645089505,0.1543658478507986,2,0,7
0.5519125683060109,ORD,Chicago,0.7473928633272919,0.6710189398000862,EWR,Newark,0.6880043406485578,0.9384172867013381,0.6224181515539446,0.6011095694306039,0.24699470637973345,2,1,7
0.6958904109589041,LGA,New York,0.6919176200316315,0.9441805859593364,ORD,Chicago,0.7473928633272919,0.6710189398000863,0.5047235409797234,0.4493016638311323,0.2529239438050365,1,0,7
0.6712328767123288,DFW,Dallas-Fort Worth,0.3280227191392586,0.4932263192930744,LAS,Las Vegas,0.4750149960172241,0.1406011301446371,0.4661199827371017,0.37553527786291635,0.33498312216772885,2,1,0
0.25136612021857924,DFW,Dallas-Fort Worth,0.3280227191392586,0.4932263192930744,SFO,San Francisco,0.5460776929914688,0.0,0.4182132067335662,0.40770777354251253,0.4799714223095275,2,0,0
0.6775956284153005,SFO,San Francisco,0.5460776929914688,0.0,LAX,Los Angeles,0.3763104949032011,0.0772208788883908,0.6236512732009042,0.6003900868532465,0.05954594265924501,2,1,7
0.4207650273224044,EWR,Newark,0.6880043406485578,0.938417286701338,BOS,Boston,0.7652054073398522,1.0,0.2936098910869117,0.23853762346539448,0.035966027974703274,2,0,2
0.9041095890410958,JFK,New York,0.6855685441510915,0.9460042871958706,LAS,Las Vegas,0.4750149960172241,0.1406011301446371,0.568407423393299,0.5614405242412487,0.7999722785670489,2,2,5
0.12021857923497267,MSP,Minneapolis,0.881461320896298,0.5675158208024076,DEN,Denver,0.6496383639449109,0.3445943473145694,0.5217954251195889,0.6529981785655282,0.20152843517238797,2,0,0
0.16164383561643836,ORD,Chicago,0.7473928633272919,0.6710189398000862,SFO,San Francisco,0.5460776929914688,0.0,0.34844753611471463,0.4695954364380027,0.6622199177864784,2,0,3
0.8767123287671232,ORD,Chicago,0.7473928633272919,0.6710189398000862,DTW,Detroit,0.7581909654479757,0.7596208255651367,0.2947322990258002,0.28296377573544623,0.06298971109425822,2,0,3
0.7786885245901639,JFK,New York,0.6855685441510915,0.9460042871958706,MCO,Orlando,0.12172951756461903,0.7994185016586043,0.6552021788013038,0.5924451305930237,0.13080346078198452,2,0,0
0.12602739726027398,MSP,Minneapolis,0.881461320896298,0.5675158208024076,ORD,Chicago,0.7473928633272919,0.6710189398000863,0.3704502949223487,0.42703226713075143,0.0782908814467626,2,0,3
0.8661202185792349,SFO,San Francisco,0.5460776929914688,0.0,SEA,Seattle,1.0,0.001276686252528303,0.3244137534173922,0.2851353231009574,0.07707507398574051,2,0,3
0.736986301369863,DTW,Detroit,0.7581909654479757,0.7596208255651365,LGA,New York,0.6919176200316315,0.9441805859593366,0.24791185356348366,0.25924935155160067,0.16180645703289906,1,0,3
0.4371584699453552,DTW,Detroit,0.7581909654479757,0.7596208255651365,LGA,New York,0.6919176200316315,0.9441805859593366,0.37650773459417614,0.353733877467751,0.16180645703289906,1,0,0
0.9561643835616438,SFO,San Francisco,0.5460776929914688,0.0,EWR,Newark,0.6880043406485578,0.9384172867013381,0.48318750735517174,0.5323168288501968,0.9371818152717913,2,0,3
0.7150684931506849,LAS,Las Vegas,0.4750149960172241,0.1406011301446371,ORD,Chicago,0.7473928633272919,0.6710189398000863,0.5724767248313725,0.4635404210524439,0.5174406640701571,2,0,3
0.9178082191780822,ORD,Chicago,0.7473928633272919,0.6710189398000862,DEN,Denver,0.6496383639449109,0.3445943473145694,0.33321485694023867,0.3423288740061805,0.3076993190643796,2,2,3
0.9643835616438357,SFO,San Francisco,0.5460776929914688,0.0,SEA,Seattle,1.0,0.001276686252528303,0.4251186879575747,0.38065928213818406,0.07707507398574051,2,2,0
0.1557377049180328,MSP,Minneapolis,0.881461320896298,0.5675158208024076,DEN,Denver,0.6496383639449109,0.3445943473145694,0.49917088794389164,0.7227915043631934,0.20152843517238797,2,0,5
0.9726775956284153,EWR,Newark,0.6880043406485578,0.938417286701338,BOS,Boston,0.7652054073398522,1.0,0.6678463530438807,0.77960554010549,0.035966027974703274,2,2,5
0.20491803278688525,LAX,Los Angeles,0.3763104949032011,0.07722087888839085,ATL,Atlanta,0.3621887489465846,0.7387003640355522,0.4720309245480743,0.5284640265266655,0.652516713994579,2,0,3
0.8961748633879781,CLT,Charlotte,0.43502303083476673,0.8065405004832811,LGA,New York,0.6919176200316315,0.9441805859593366,0.4104445403546146,0.4123374053557802,0.11536043956528172,1,2,5
0.9180327868852459,ATL,Atlanta,0.3621887489465846,0.7387003640355521,ORD,Chicago,0.7473928633272919,0.6710189398000863,0.4648252050072764,0.696542475717019,0.042167888429941125,2,2,5
0.3442622950819672,IAH,Houston,0.19353672812070727,0.5262526896201163,ORD,Chicago,0.7473928633272919,0.6710189398000863,0.4104445403546146,0.6188652905865893,0.12012569932025532,2,0,5
