Id,Label
0,0
1,6
2,6
3,6
4,6
5,0
6,6
7,0
8,6
9,7
10,0
11,6
12,6
13,6
14,6
15,6
16,6
17,6
18,6
19,6
20,6
21,6
22,0
23,6
24,6
25,6
26,6
27,6
28,6
29,6
30,0
31,6
32,6
33,6
34,6
35,6
36,6
37,6
38,0
39,0
40,6
41,6
42,0
43,6
44,0
45,6
46,6
47,6
48,6
49,6
50,0
51,0
52,6
53,7
54,6
55,6
56,6
57,0
58,6
59,6
60,0
61,6
62,0
63,6
64,5
65,6
66,6
67,0
68,6
69,6
70,0
71,6
72,6
73,6
74,6
75,6
76,6
77,6
78,6
79,6
80,6
81,0
82,6
83,6
84,6
85,6
86,6
87,0
88,6
89,6
90,6
91,0
92,6
93,6
94,6
95,0
96,6
97,0
98,6
99,6
100,6
101,6
102,6
103,0
104,6
105,4
106,6
107,6
108,6
109,6
110,6
111,7
112,6
113,6
114,6
115,6
116,0
117,6
118,6
119,6
120,6
121,6
122,7
123,0
124,0
125,6
126,6
127,6
128,6
129,0
130,0
131,0
132,6
133,6
134,6
135,6
136,6
137,6
138,6
139,6
140,6
141,6
142,6
143,6
144,6
145,0
146,0
147,0
148,6
149,6
150,0
151,0
152,0
153,6
154,6
155,0
156,6
157,6
158,6
159,6
160,6
161,0
162,0
163,6
164,6
165,6
166,6
167,0
168,0
169,6
170,6
171,0
172,0
173,6
174,0
175,0
176,6
177,0
178,0
179,6
180,2
181,6
182,6
183,6
184,5
185,6
186,6
187,6
188,6
189,7
190,0
191,6
192,4
193,6
194,6
195,0
196,0
197,6
198,6
199,0
200,7
201,0
202,6
203,6
204,6
205,0
206,6
207,7
208,6
209,6
210,6
211,6
212,6
213,6
214,6
215,6
216,6
217,0
218,6
219,6
220,6
221,0
222,6
223,6
224,6
225,0
226,6
227,0
228,6
229,6
230,0
231,6
232,0
233,0
234,0
235,6
236,0
237,7
238,7
239,6
240,6
241,6
242,6
243,6
244,6
245,0
246,6
247,6
248,0
249,6
250,6
251,3
252,6
253,0
254,6
255,6
256,6
257,6
258,0
259,6
260,6
261,6
262,0
263,6
264,6
265,6
266,6
267,6
268,6
269,0
270,6
271,6
272,0
273,6
274,3
275,6
276,6
277,0
278,6
279,6
280,0
281,6
282,6
283,6
284,6
285,6
286,0
287,6
288,6
289,0
290,6
291,6
292,6
293,6
294,6
295,6
296,0
297,6
298,6
299,0
300,6
301,6
302,0
303,6
304,6
305,6
306,0
307,6
308,0
309,6
310,6
311,6
312,6
313,0
314,6
315,0
316,0
317,6
318,6
319,6
320,6
321,6
322,6
323,0
324,0
325,0
326,6
327,6
328,6
329,6
330,0
331,6
332,6
333,6
334,6
335,6
336,6
337,6
338,6
339,0
340,6
341,6
342,0
343,6
344,6
345,6
346,0
347,0
348,0
349,0
350,6
351,7
352,6
353,6
354,5
355,6
356,6
357,0
358,6
359,6
360,6
361,6
362,6
363,6
364,6
365,6
366,0
367,6
368,0
369,6
370,6
371,6
372,6
373,0
374,6
375,0
376,6
377,6
378,6
379,6
380,6
381,6
382,6
383,6
384,6
385,6
386,6
387,0
388,0
389,6
390,6
391,6
392,6
393,6
394,6
395,0
396,0
397,6
398,6
399,6
400,0
401,6
402,6
403,6
404,0
405,6
406,6
407,6
408,0
409,6
410,6
411,0
412,6
413,6
414,6
415,6
416,6
417,0
418,6
419,6
420,6
421,6
422,6
423,6
424,6
425,6
426,0
427,0
428,6
429,0
430,7
431,0
432,6
433,6
434,6
435,6
436,0
437,0
438,0
439,6
440,6
441,6
442,6
443,6
444,6
445,0
446,6
447,6
448,6
449,6
450,6
451,0
452,5
453,0
454,0
455,0
456,0
457,0
458,0
459,6
460,6
461,0
462,6
463,6
464,6
465,0
466,6
467,0
