Id,Label
0,5
1,6
2,6
3,6
4,0
5,0
6,6
7,5
8,6
9,1
10,5
11,0
12,5
13,0
14,0
15,6
16,0
17,0
18,6
19,6
20,0
21,1
22,0
23,3
24,6
25,6
26,6
27,6
28,0
29,7
30,3
31,3
32,0
33,3
34,3
35,7
36,6
37,0
38,3
39,3
40,3
41,7
42,3
43,0
44,0
45,7
46,3
47,7
48,6
49,7
50,0
51,6
52,3
53,1
54,6
55,5
56,6
57,6
58,3
59,3
60,3
61,1
62,6
63,3
64,1
65,7
66,7
67,0
68,7
69,5
70,3
71,6
72,0
73,3
74,6
75,7
76,0
77,0
78,5
79,7
80,3
81,0
82,0
83,0
84,6
85,3
86,6
87,3
88,0
89,0
90,1
91,0
92,0
93,6
94,7
95,3
96,0
97,3
98,6
99,3
100,3
101,3
102,3
103,3
104,6
105,2
106,0
107,6
108,1
109,0
110,7
111,6
112,3
113,6
114,5
115,0
116,3
117,3
118,3
119,6
120,7
121,0
122,3
123,7
124,5
125,0
126,0
127,0
128,1
129,6
130,5
131,0
132,0
133,6
134,5
135,7
136,0
137,2
138,3
139,3
140,5
141,3
142,0
143,6
144,6
145,3
146,3
147,0
148,3
149,7
150,3
151,6
152,0
153,3
154,0
155,1
156,1
157,3
158,6
159,6
160,6
161,6
162,1
163,3
164,6
165,6
166,0
167,0
168,3
169,1
170,6
171,0
172,0
173,7
174,6
175,0
176,7
177,6
178,0
179,6
180,1
181,6
182,0
183,6
184,3
185,6
186,6
187,5
188,6
189,7
190,7
191,6
192,4
193,3
194,6
195,3
196,3
197,0
198,6
199,0
200,6
201,0
202,6
203,6
204,0
205,0
206,0
207,7
208,0
209,7
210,3
211,7
212,5
213,7
214,0
215,0
216,0
217,0
218,3
219,7
220,3
221,6
222,0
223,3
224,6
225,0
226,6
227,0
228,0
229,3
230,0
231,6
232,0
233,0
234,1
235,0
236,6
237,5
238,7
239,6
240,7
241,3
242,7
243,3
244,6
245,0
246,0
247,3
248,6
249,7
250,7
251,3
252,5
253,6
254,7
255,3
256,3
257,0
258,6
259,6
260,0
261,0
262,3
263,1
264,6
265,1
266,0
267,2
268,7
269,6
270,6
271,3
272,6
273,0
274,3
275,6
276,5
277,5
278,0
279,6
280,3
281,0
282,3
283,6
284,1
285,5
286,0
287,7
288,3
289,1
290,0
291,6
292,1
293,0
294,7
295,6
296,0
297,7
298,0
299,7
300,7
301,7
302,0
303,6
304,6
305,7
306,0
307,6
308,3
309,0
310,5
311,6
312,3
313,0
314,7
315,6
316,6
317,0
318,3
319,7
320,0
321,7
322,3
323,5
324,0
325,7
326,0
327,7
328,6
329,6
330,5
331,6
332,6
333,3
334,3
335,6
336,6
337,0
338,3
339,0
340,6
341,0
342,0
343,0
344,3
345,3
346,0
347,0
348,7
349,5
350,0
351,1
352,7
353,1
354,7
355,0
356,3
357,0
358,6
359,0
360,3
361,6
362,0
363,3
364,0
365,6
366,3
367,0
368,1
369,6
370,7
371,3
372,6
373,0
374,0
