Id,Label
0,3
1,6
2,6
3,0
4,0
5,0
6,3
7,0
8,6
9,6
10,0
11,6
12,0
13,6
14,0
15,6
16,0
17,0
18,6
19,6
20,6
21,6
22,6
23,3
24,6
25,0
26,6
27,6
28,0
29,3
30,0
31,3
32,3
33,6
34,3
35,6
36,0
37,0
38,3
39,0
40,5
41,0
42,6
43,3
44,0
45,0
46,2
47,0
48,0
49,0
50,0
51,6
52,6
53,7
54,6
55,0
56,0
57,0
58,3
59,6
60,3
61,0
62,1
63,3
64,0
65,0
66,6
67,6
68,0
69,6
70,6
71,3
72,6
73,0
74,0
75,0
76,0
77,0
78,6
79,0
80,6
81,0
82,0
83,0
84,0
85,0
86,0
87,3
88,0
89,0
90,0
91,6
92,6
93,6
94,0
95,0
96,0
97,0
98,6
99,0
100,3
101,3
102,6
103,6
104,6
105,2
106,0
107,7
108,0
109,0
110,6
111,3
112,0
113,3
114,0
115,0
116,3
117,3
118,3
119,6
120,0
121,6
122,0
123,3
124,6
125,0
126,0
127,0
128,6
129,6
130,6
131,6
132,0
133,6
134,0
135,7
136,0
137,3
138,3
139,6
140,0
141,3
142,6
143,6
144,0
145,6
146,3
147,6
148,3
149,5
150,0
151,6
152,3
153,6
154,3
155,1
156,6
157,3
158,6
159,6
160,6
161,0
162,1
163,3
164,6
165,3
166,0
167,0
168,0
169,0
170,3
171,0
172,0
173,5
174,6
175,0
176,6
177,0
178,0
179,6
180,1
181,6
182,1
183,6
184,3
185,6
186,0
187,6
188,6
189,7
190,3
191,6
192,1
193,6
194,6
195,0
196,5
197,6
198,3
199,6
200,0
201,0
202,6
203,6
204,6
205,3
206,0
207,0
208,0
209,6
210,1
211,6
212,6
213,6
214,0
215,0
216,0
217,6
218,3
219,0
220,0
221,3
222,0
223,3
224,0
225,0
226,6
227,6
228,0
229,0
230,0
231,6
232,0
233,0
234,1
235,0
236,3
237,6
238,7
239,0
240,0
241,6
242,6
243,6
244,6
245,6
246,0
247,3
248,0
249,0
250,5
251,6
252,5
253,6
254,6
255,3
256,3
257,6
258,6
259,0
260,6
261,0
262,5
263,0
264,6
265,7
266,0
267,3
268,6
269,6
270,6
271,3
272,6
273,0
274,6
275,6
276,5
277,6
278,6
279,6
280,6
281,0
282,0
283,6
284,1
285,0
286,0
287,6
288,3
289,1
290,6
291,6
292,6
293,0
294,6
295,0
296,0
297,7
298,7
299,1
300,7
301,6
302,6
303,6
304,7
305,7
306,6
307,6
308,6
309,0
310,6
311,6
312,6
313,3
314,6
315,0
316,6
317,6
318,0
319,3
320,0
321,6
322,6
323,0
324,6
325,6
326,0
327,6
328,0
329,5
330,0
331,6
332,6
333,0
334,0
335,6
336,6
337,0
338,6
339,6
340,0
341,3
342,0
343,0
344,1
345,0
346,0
347,5
348,7
349,0
350,0
351,1
352,0
353,6
354,0
355,3
356,6
357,0
358,6
359,3
360,3
361,3
362,0
363,3
364,0
365,6
366,0
367,0
368,0
369,0
370,7
371,6
372,3
373,0
374,6
375,0
376,6
377,0
378,6
379,5
380,3
381,7
382,7
383,0
384,0
385,6
386,6
387,6
388,1
389,0
390,6
391,7
392,6
393,0
394,0
395,0
396,0
397,3
398,6
399,7
400,1
401,0
402,6
403,0
404,6
405,6
406,0
407,6
408,0
409,6
410,6
411,0
412,6
413,6
414,3
415,6
416,0
417,0
418,6
419,6
420,0
421,6
422,6
423,6
424,0
425,6
426,6
427,1
428,6
429,6
430,6
431,6
432,1
433,6
434,3
435,0
436,0
437,0
438,0
439,0
440,3
441,6
442,0
443,3
444,0
445,0
446,0
447,0
448,0
449,6
450,3
451,3
452,6
453,0
454,3
455,0
456,6
457,0
458,6
459,3
460,3
461,0
462,6
463,0
464,6
465,0
466,0
467,6
468,6
469,3
470,6
471,6
472,6
473,5
474,6
475,7
476,6
477,0
478,3
479,0
480,6
481,6
482,6
483,6
484,6
485,0
486,0
487,0
488,0
489,6
490,6
491,6
492,0
493,6
494,3
495,0
496,3
497,0
498,0
499,1
500,6
501,5
502,0
503,6
504,6
505,0
506,0
507,0
508,0
509,6
510,6
511,0
512,6
513,3
514,5
515,6
516,6
517,0
518,6
519,6
520,6
521,7
522,0
523,7
524,0
525,0
526,0
527,0
528,6
529,6
530,0
531,3
532,6
533,0
534,3
535,6
536,3
537,0
538,6
539,0
540,0
541,0
542,0
543,6
544,6
545,0
546,0
547,1
548,6
549,6
550,6
551,5
552,0
553,6
554,0
555,0
556,0
557,6
558,3
559,3
560,1
561,0
562,0
563,6
564,0
565,6
566,6
567,6
568,0
569,0
570,0
571,0
572,6
573,6
574,6
575,0
576,0
577,0
578,7
579,0
580,0
581,6
582,1
583,0
584,0
585,6
586,6
587,3
588,7
589,1
590,0
591,0
592,1
593,5
594,0
595,6
596,0
597,0
598,0
599,6
600,0
601,6
602,3
603,3
604,6
605,3
606,0
607,6
608,7
609,6
610,0
611,6
612,6
613,6
614,6
615,0
616,0
617,7
618,0
619,0
620,6
621,0
622,6
623,3
624,6
625,7
626,6
627,0
628,6
629,0
630,6
631,0
632,0
633,6
634,2
635,6
636,3
637,0
638,6
639,3
640,0
641,0
642,3
643,0
644,3
645,0
646,0
647,6
648,1
649,3
650,0
651,3
652,6
653,3
654,6
655,7
656,0
657,0
658,6
659,6
660,0
661,3
662,0
663,3
664,0
665,6
666,5
667,3
668,6
669,6
670,6
671,0
672,0
673,0
674,6
675,6
676,0
677,6
678,0
679,6
680,0
681,3
682,3
683,0
684,6
685,7
686,0
687,0
688,3
689,6
690,6
691,6
692,1
693,6
694,5
695,0
696,6
697,0
698,0
699,7
700,3
701,0
702,3
703,1
704,6
705,6
706,6
707,0
708,0
709,0
710,5
711,6
712,0
713,6
714,6
715,0
716,6
717,0
718,3
719,6
720,3
721,6
722,6
723,6
724,3
725,7
726,3
727,3
728,6
729,6
730,0
731,3
732,3
733,3
734,6
735,6
736,6
737,6
738,0
739,0
740,0
741,0
742,6
743,6
744,3
745,6
746,0
747,3
748,6
749,6
750,0
751,0
752,0
753,3
754,6
755,6
756,6
757,0
758,1
759,1
760,6
761,0
762,3
763,6
764,7
765,3
766,0
767,0
768,6
769,6
770,1
771,6
772,0
773,0
774,0
775,6
776,0
777,3
778,6
779,1
780,5
781,6
782,1
783,0
784,5
785,6
786,0
787,0
788,6
789,3
790,6
791,6
792,6
793,6
794,7
795,0
796,0
797,0
798,6
799,1
800,6
801,3
802,6
803,0
804,6
805,0
806,6
807,6
808,0
809,6
810,6
811,6
812,6
813,6
814,0
815,0
816,0
817,1
818,0
819,0
820,0
821,5
822,0
823,6
824,3
825,6
826,0
827,6
828,7
829,6
830,6
831,6
832,6
833,6
834,6
835,3
836,6
837,6
838,3
839,6
840,5
841,3
842,6
843,0
844,0
845,6
846,3
847,0
848,5
849,6
850,6
851,7
852,0
853,7
854,6
855,6
856,3
857,0
858,0
859,0
860,5
861,0
862,6
863,1
864,3
865,0
866,3
867,0
868,0
869,0
870,0
871,3
872,6
873,3
874,6
875,0
876,3
877,0
878,6
879,6
880,6
881,0
882,6
883,3
884,0
885,7
886,0
887,0
888,3
889,6
890,0
891,0
892,0
893,0
894,6
895,1
896,6
897,0
898,2
899,3
900,0
901,0
902,6
903,3
904,0
905,6
906,0
907,3
908,6
909,1
910,0
911,0
912,0
913,6
914,0
915,6
916,5
917,6
918,6
919,6
920,6
921,7
922,6
923,5
924,0
925,0
926,0
927,6
928,0
929,0
930,6
931,0
932,6
933,0
934,5
935,3
936,7
937,2
938,3
939,6
940,6
941,5
942,6
943,3
944,1
945,6
946,0
947,0
948,0
949,6
950,0
951,7
952,0
953,0
954,5
955,0
956,1
957,6
958,7
959,1
960,0
961,6
962,0
963,6
964,1
965,6
966,6
967,0
968,0
969,3
970,3
971,3
972,0
973,6
974,7
975,1
976,0
977,0
978,0
979,6
980,7
981,6
982,3
983,3
984,3
985,6
986,7
987,5
988,6
989,0
990,6
991,0
992,6
993,0
994,1
995,0
996,7
997,0
998,3
999,3
1000,6
1001,6
1002,6
1003,0
1004,0
1005,0
1006,3
1007,3
1008,3
1009,3
1010,6
1011,0
1012,5
1013,0
1014,0
1015,6
1016,0
1017,0
1018,5
1019,0
1020,0
1021,0
1022,0
1023,6
1024,5
1025,6
1026,0
1027,6
1028,6
1029,7
1030,0
1031,0
1032,6
1033,6
1034,0
1035,5
1036,6
1037,6
1038,6
1039,0
1040,0
1041,3
1042,5
1043,3
1044,0
1045,6
1046,0
1047,0
1048,0
1049,6
1050,0
1051,0
1052,3
1053,5
1054,7
1055,0
1056,6
1057,6
1058,6
1059,6
1060,0
1061,6
1062,7
1063,0
1064,6
1065,0
1066,6
1067,0
1068,0
1069,6
1070,6
1071,6
1072,7
1073,1
1074,6
1075,0
1076,6
1077,6
1078,3
1079,0
1080,0
1081,6
1082,3
1083,0
1084,0
1085,6
1086,7
1087,6
1088,0
1089,6
1090,6
1091,1
1092,6
1093,6
1094,6
1095,0
1096,6
1097,0
1098,0
1099,0
1100,6
1101,3
1102,6
1103,0
1104,6
1105,0
1106,6
1107,0
1108,1
1109,6
1110,6
1111,6
1112,1
1113,6
1114,0
1115,6
1116,6
1117,7
1118,0
1119,6
1120,6
1121,7
1122,6
1123,0
1124,0
1125,7
1126,6
1127,6
1128,7
1129,6
1130,3
1131,5
1132,3
1133,6
1134,0
1135,6
1136,6
1137,0
1138,6
1139,0
1140,3
1141,6
1142,0
