DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtdDistance,Norm Distance,Airports,IsHolidays,PAX
0.9287671232876712,ORD,Chicago,0.7473928633272919,0.6710189398000861,EWR,Newark,0.6880043406485579,0.9384172867013378,0.29665642692170335,0.25594835781444436,0.24699470637973342,2,0,7
0.1643835616438356,ATL,Atlanta,0.3621887489465847,0.7387003640355521,LGA,New York,0.6919176200316315,0.9441805859593364,0.4037662131176587,0.5722905510221128,0.18457135281905568,1,0,7
0.10109289617486339,ORD,Chicago,0.7473928633272919,0.6710189398000861,BOS,Boston,0.7652054073398522,0.9999999999999998,0.34311609840369983,0.36320136864833663,0.31035630343885817,2,0,7
0.9426229508196722,ORD,Chicago,0.7473928633272919,0.6710189398000861,SFO,San Francisco,0.5460776929914688,0.0,0.31290461804128245,0.3827219592930897,0.6622199177864785,2,0,7
0.28415300546448086,SFO,San Francisco,0.5460776929914688,0.0,JFK,New York,0.6855685441510915,0.9460042871958705,0.5910420562979561,0.5618387270308834,0.944994785048431,2,0,7
0.8849315068493151,SFO,San Francisco,0.5460776929914688,0.0,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,0.5711961754243786,0.540209826188667,0.05954594265924501,2,0,7
0.273224043715847,LGA,New York,0.6919176200316315,0.9441805859593364,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,0.3574267996278938,0.33032679553962974,0.43493503801314476,1,0,7
0.4098360655737705,ATL,Atlanta,0.3621887489465847,0.7387003640355521,PHL,Philadelphia,0.6501134340764001,0.9175397687680065,0.3586534311616033,0.41381096635532655,0.15689853679516363,2,1,7
0.7431693989071039,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,ORD,Chicago,0.7473928633272919,0.6710189398000861,0.6840742339226311,0.654828728582144,0.5824830927442406,2,0,7
0.11748633879781421,JFK,New York,0.6855685441510915,0.9460042871958705,SFO,San Francisco,0.5460776929914688,0.0,0.3765077345941762,0.4256376596945788,0.944994785048431,2,0,7
0.7123287671232876,EWR,Newark,0.6880043406485579,0.9384172867013378,ATL,Atlanta,0.3621887489465847,0.7387003640355521,0.2576607682352312,0.23127465557248525,0.17862262383080574,2,0,2
0.46174863387978143,SFO,San Francisco,0.5460776929914688,0.0,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,0.7764858209145905,0.8082246356766333,0.05954594265924501,2,0,7
0.9917808219178083,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,JFK,New York,0.6855685441510915,0.9460042871958705,0.8834489510226734,0.7795921412573883,0.864364889044098,2,2,7
0.7726027397260274,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,DEN,Denver,0.649638363944911,0.3445943473145694,0.5532684837834325,0.4937308228807422,0.25004592808697357,2,0,0
0.9180327868852459,ATL,Atlanta,0.3621887489465847,0.7387003640355521,MCO,Orlando,0.12172951756461914,0.7994185016586042,0.5443951818602407,0.7245603481165641,0.03555953542816277,2,2,0
